cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AB,0.3911004534643798,0.38885916638267304,0.0007455057084613193,0.027303950418599125,0.3516602380566525,0.37484757155978343,0.38885916638267304,0.40408631497061265,0.4332040202955483,0.2835644413754019,0.2864379858641257,0.00021634771894144837,0.014708763338277232,0.2574155754951448,0.283061895110265,0.2864379858641257,0.2931032365814332,0.29643829562320434
AH,0.23975359946628477,0.23952419353295795,0.00016120484896349328,0.012696647154406288,0.2216498430287288,0.2292438613056902,0.23952419353295795,0.2503251851592836,0.25690129159213104,0.1914623046962488,0.18517007238017413,0.0004970277376993851,0.022294118903858594,0.160600120074335,0.17702520594436066,0.18517007238017413,0.2090676976803394,0.2253817623745618
AC,0.24507580713139074,0.2455903723747781,0.00037706199258774625,0.019418084163679645,0.21519889797006897,0.23046958575562068,0.2455903723747781,0.26129912541595957,0.2685522619537295,0.18701331412144848,0.1896850435126396,0.00036107219883664966,0.019001899874398077,0.16179779163885116,0.1674507237783871,0.1896850435126396,0.20478475238401472,0.20910477597527688
AE,0.2539840012944437,0.25269633018658055,0.0001961247283537395,0.01400445387559756,0.236661558226416,0.2483926544391295,0.25269633018658055,0.25714735613264944,0.2755243647544603,0.19885495023150537,0.196939118206501,0.00013453528918239992,0.011598934829647072,0.18329047878413007,0.19044479545870274,0.196939118206501,0.20549576883230714,0.21811235363624348
AL,0.24127644421203523,0.24018112462391628,0.0001483465598302013,0.012179760253395849,0.2233743642801187,0.23253429597572506,0.24018112462391628,0.25145106468637834,0.2575577005907945,0.19630176923351017,0.19383908357491464,0.0003501522137861257,0.018712354576218507,0.16874969609011714,0.18656829447567702,0.19383908357491464,0.20752030293022586,0.22571623406906838
AK,0.24573478683861835,0.24255726890135065,0.00023586969418895633,0.015358049817244257,0.22924319287137107,0.23617143986665212,0.24255726890135065,0.24714565101453445,0.27542355121170203,0.18865079373343274,0.18809442117571962,0.0002346398966179538,0.015317959936556623,0.16883230919581443,0.1776419608257811,0.18809442117571962,0.19928380514855348,0.21178939823036558
AG,0.24340138894432614,0.2415210365052758,0.00031503076482267963,0.01774910602883085,0.21883342839372233,0.23170570897519838,0.2415210365052758,0.258989131525567,0.2683400806750683,0.20145292573536874,0.20100017258675962,0.000371118150202136,0.01926442706654252,0.17105384697072168,0.1893332133580543,0.20100017258675962,0.21392156516676553,0.22834384184557166
AD,0.24544411455484613,0.24743710979345224,0.00018260400287575928,0.013513104856980844,0.22723726034342917,0.2361841219201286,0.24743710979345224,0.2522984697616266,0.2652424706937211,0.208781611874863,0.20773166516147512,0.0005356916081737883,0.02314501259826376,0.17131554091386647,0.19672144863014485,0.20773166516147512,0.22326933519079262,0.24241693319129354
AI,0.24939559074015968,0.24492281745222044,0.0002851817674090535,0.016887325644075604,0.2288770154604265,0.2396712795617939,0.24492281745222044,0.25822391235185194,0.2772947921659039,0.20549388089224346,0.21468753238991667,0.0004031760457661604,0.020079244153258367,0.1704985170584905,0.19403240838717295,0.21468753238991667,0.22126081652993435,0.22677248022417018
AJ,0.2465985076445836,0.24325862115506425,0.00031914542872462997,0.017864641858280562,0.2240758868994893,0.2334513523976227,0.24325862115506425,0.25555282247292155,0.27683578334190173,0.20147829919663093,0.1993244207123439,0.00041113201253837386,0.020276390520464285,0.16873297446252877,0.19424973286840175,0.1993244207123439,0.21572514623949246,0.23011924021321306
AF,0.25166187788457356,0.2519630681343301,0.00037985505123429503,0.019489870477617213,0.22209549221636848,0.24318488829943874,0.2519630681343301,0.26288868050931175,0.2768661311519338,0.19522344334076133,0.19236797080654164,0.0004720783484792061,0.021727364048112374,0.16515409489484512,0.18383586237891336,0.19236797080654164,0.20523835935857448,0.23189782437357565
AA,0.34732005623900875,0.3553409088745525,0.0010463665803322336,0.03234759002355869,0.292585183169507,0.33063871057015604,0.3553409088745525,0.36405863735492594,0.38838922823164523,0.2947244779905226,0.2914469798451904,0.001312095468650046,0.03622285837216668,0.23988740668201558,0.2728212885740504,0.2914469798451904,0.31763254592263573,0.34725515604798574
