cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AB,0.4673084421585278,0.45998437016996263,0.0006625546197518886,0.025740136358455613,0.43363779605094255,0.45767235832762865,0.45998437016996263,0.4781447375586767,0.510071276340204,0.3799798410164534,0.3832585623758824,0.0008624382320577803,0.029367298685064318,0.3369208618790349,0.3592919387257463,0.3832585623758824,0.39639141223501184,0.4240701380116514
AH,0.48305955097168796,0.47683041351770505,0.0012311544197017301,0.03508781012975489,0.43431914075986566,0.45945802562941185,0.47683041351770505,0.5022942485158042,0.5387025892007689,0.3634760962156748,0.363470943253164,0.00039681191110013057,0.019920138330346268,0.33507910518229167,0.3491357182611843,0.363470943253164,0.3799243003291868,0.39202562699173077
AC,0.48998202780018274,0.4988253900680699,0.0016324660280008917,0.04040378729773846,0.42838827378637,0.47386523657177815,0.4988253900680699,0.5142544328602779,0.5378035490093914,0.35983383514333855,0.36435452335967433,0.0010229064612330612,0.03198290889261109,0.31061453641417336,0.344960291206609,0.36435452335967433,0.3767770391081854,0.40519377264904843
AE,0.4777754714788845,0.48575336094967625,0.0015015864166647692,0.03875030860089722,0.4115363730420438,0.4617861443241251,0.48575336094967625,0.5051484335477456,0.5270167615558972,0.37059728131284736,0.3763824579316193,0.00060185390560966,0.024532710930707597,0.3250759056101177,0.361047183264251,0.3763824579316193,0.38750556475016573,0.39756228674198724
AL,0.4827991276490691,0.47738130787088195,0.0006794761416562538,0.02606676316032073,0.4551324080242951,0.46099560319078225,0.47738130787088195,0.49462297112200604,0.5280465017797602,0.3844341468011505,0.3877567146996038,0.00034013063994720375,0.01844263104731003,0.3491800379809198,0.38186108317551026,0.3877567146996038,0.3949105482549473,0.4057913564379225
AK,0.4649323981893266,0.48471259941167943,0.0009341456108463496,0.030563795753249457,0.4142228711847177,0.44121819420038155,0.48471259941167943,0.489287508056758,0.49467852925272116,0.36225810863800134,0.36484571977284475,0.00029581739731634744,0.017199342932692152,0.3300605340181635,0.3599118523783962,0.36484571977284475,0.37362513264354336,0.3828757305800914
AG,0.44990639174412245,0.4460381726461371,0.0009223105736954919,0.030369566570754545,0.4079370640500555,0.43202821971097705,0.4460381726461371,0.4696594345069308,0.4945137760012903,0.35341464155913244,0.36278478957255267,0.0005911231867921419,0.024313025044040527,0.3142515495506766,0.33270641784880084,0.36278478957255267,0.3704318492896359,0.38242967868619804
AD,0.478401525131634,0.48511652209140443,0.002451825393622922,0.04951591050988482,0.41963201585676035,0.4305646987966232,0.48511652209140443,0.4919743706879066,0.5645367092511424,0.3701869735661795,0.3768858482378974,0.0005471237623918242,0.023390676826287524,0.3275361848131153,0.36405993823596283,0.3768858482378974,0.3833398391854739,0.3957999371184703
AO,0.4655753041784743,0.46335191344963444,0.0006633973072242395,0.02575650029068855,0.4217330407273273,0.45756846243489946,0.46335191344963444,0.4834279794484786,0.5007264016490458,0.3656219137612204,0.3726589579124777,0.0007659417138452632,0.02767565200397749,0.32595994403302825,0.3437410174616673,0.3726589579124777,0.38636700699338355,0.4034448327782707
AI,0.4486131368977142,0.45449426981618046,0.0009262176587168508,0.030433824253893082,0.402652217626913,0.42158789575061295,0.45449426981618046,0.471215022255409,0.48866996058451306,0.3482470312886061,0.3356127959276165,0.0006915516681962745,0.026297369986298523,0.3186577351541793,0.32694622593396083,0.3356127959276165,0.3744517737077384,0.3872236024330977
AJ,0.504443809815047,0.4954906569374491,0.0013550558389571995,0.03681108309948512,0.45919407205621243,0.47111767213523503,0.4954906569374491,0.5326238083088644,0.5597708588210981,0.3639861424564304,0.3593571424446971,0.000962158583844788,0.031018681207375467,0.32470999833092584,0.3381045920731598,0.3593571424446971,0.3842164409725699,0.41361344884434637
AF,0.4679696062758731,0.46418793764327404,0.001367473805173005,0.03697936999426849,0.41172369888356597,0.45059122228035137,0.46418793764327404,0.4915896440595944,0.5186675322388883,0.34628285009041426,0.348975003112173,0.000255548621913418,0.01598588821158893,0.31854424804734016,0.3390888850830507,0.348975003112173,0.3561244074176088,0.3661495636723373
AM,0.4665369265841418,0.47288208147431554,0.00108377653574417,0.032920761469689155,0.42288189577328783,0.4338436765278355,0.47288208147431554,0.4892140093733093,0.513200869009415,0.35032549026052984,0.3473794539576165,0.0010480380768758705,0.03237341620644739,0.3061889913117488,0.32294752758975553,0.3473794539576165,0.37589028562124926,0.39600428276649424
AA,0.49125365653765773,0.483236007899702,0.0012992530101618477,0.036045152380893716,0.4439439833378511,0.46452090510946653,0.483236007899702,0.5195875220977555,0.544622211288079,0.36974687140907725,0.36470105742755976,0.0010224311232039781,0.031975476903464285,0.3349116665574634,0.34529164683617264,0.36470105742755976,0.3888080775244558,0.42297633942284385
AN,0.45938443273198293,0.4419572535319958,0.0017503142068883493,0.04183675664876939,0.39835231151624434,0.43635386246337227,0.4419572535319958,0.49221225888849096,0.5170073783838198,0.36456012598243304,0.3765976434331275,0.0005895262577008657,0.024280161813729037,0.33114411021766443,0.34147575339856573,0.3765976434331275,0.3875769496801972,0.3915686184240885
