0,1.7061237218956702e-05
1,1.8131271499262125e-05
2,1.8168420780121212e-05
3,1.8210891322203992e-05
4,1.825912938664291e-05
5,1.831074696124004e-05
6,1.8365119101188304e-05
7,1.842111435044511e-05
8,1.847855338145356e-05
9,1.8530935808113215e-05
10,1.858501291944402e-05
11,1.8638632549967077e-05
12,1.8693056848053112e-05
13,1.874577067726811e-05
14,1.8795376472039197e-05
15,1.8842070008680016e-05
16,1.8897197415926246e-05
17,1.8946564262922578e-05
18,1.899243792275317e-05
19,1.903778958788481e-05
20,1.9078476204126946e-05
21,1.9119927125706977e-05
22,1.9161362880695655e-05
23,1.9202514308092347e-05
24,1.924027184419112e-05
25,1.9278970436220803e-05
26,1.9316158147494143e-05
27,1.9351982239128915e-05
28,1.9386980017621502e-05
29,1.9420654380867402e-05
30,1.945870238790123e-05
31,1.9500065486479974e-05
32,1.954480826062503e-05
33,1.9586527229615152e-05
34,1.9633797010780558e-05
35,1.9681451212034085e-05
36,1.9731803962961486e-05
37,1.9787856950615556e-05
38,1.984957397235864e-05
39,1.9914537695667013e-05
40,1.9984722085109537e-05
41,2.0060846604301486e-05
42,2.0144912076165227e-05
43,2.0235934320156855e-05
44,2.0334090085226133e-05
45,2.0442117568215012e-05
46,2.0559255167552155e-05
47,2.0685345580146496e-05
48,2.0822759522677128e-05
49,2.096978899999349e-05
