cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AY,0.5589552273729961,0.5667660184269092,0.002990700997128605,0.05468730197338872,0.46874540866388203,0.5429947576899504,0.5667660184269092,0.5916438037942114,0.6249963952935922,0.4205202543140285,0.4391174486684777,0.004102628578946952,0.06405176483865961,0.33704358041544036,0.35560345971020246,0.4391174486684777,0.4799972903162399,0.5006914859662701
AQ,0.5652832529372497,0.5696687954710431,0.0019107746752466614,0.043712408710189624,0.4934655053670046,0.5471174942559004,0.5696687954710431,0.5915461272621525,0.6255507404091512,0.43640457931616494,0.4304731702539448,0.0024487832343450425,0.04948518196738335,0.36289160184383673,0.39921175018715516,0.4304731702539448,0.4814627766871215,0.49984801134917445
AS,0.5732341870806056,0.5746153444269859,0.0018326709582190284,0.04280970635520674,0.5096109155415051,0.5468440036368876,0.5746153444269859,0.6077773057251354,0.6330038913208048,0.4300092288983615,0.43269945866019677,0.00331468919387845,0.05757333752596292,0.3427849794559975,0.39470082916094806,0.43269945866019677,0.46794054922627404,0.5115824287700698
AE,0.5718704502559183,0.5891224469132328,0.0030813534042850883,0.0555099396890781,0.4868378215013575,0.5361872188326755,0.5891224469132328,0.5969319465194742,0.6416797435355128,0.5229660769159392,0.5241549486992713,0.003787289078588642,0.06154095448226849,0.4326208148916417,0.49678215764311395,0.5241549486992713,0.5492288649683441,0.6149606955606963
AZ,0.5232573601288008,0.5196006422421168,0.0015924424696409458,0.03990541905106305,0.4721978247811338,0.4920874807185265,0.5196006422421168,0.542486647931493,0.5901403312032794,0.39705519483884494,0.39889307278860003,0.0029312709905934234,0.054141213420031725,0.3171093480536954,0.3623852254875982,0.39889307278860003,0.42731639786148334,0.4821647664597729
AK,0.5806111261252442,0.5878670766234271,0.0008450853562108052,0.029070351841881878,0.5307971860782403,0.5641330503110121,0.5878670766234271,0.6059600103387908,0.614449113586835,0.45582606556632627,0.4556101730047126,0.002293801641746672,0.04789364928408225,0.3879384490707787,0.43161263461333593,0.4556101730047126,0.48249392413436376,0.5256483407949357
AG,0.5614633728614951,0.5295185358112107,0.0030723207513185043,0.05542851929574255,0.5145279611582785,0.5244725158082582,0.5295185358112107,0.5802581867093104,0.6625840919322953,0.4553449522038115,0.4590511906984418,0.0010323346142274814,0.032129964429290635,0.41095078749718517,0.42562923479572634,0.4590511906984418,0.47520481382663765,0.5022893533242904
A1,0.663358612586039,0.6546132963202909,0.0013418070094550552,0.036630683988359475,0.6165399422836946,0.6400759722924324,0.6546132963202909,0.6787563257675278,0.7266347798570363,0.44595396742213095,0.45829156731185505,0.0016131975645641715,0.04016463076593847,0.37871763990951524,0.4220198863513626,0.45829156731185505,0.48012544315805483,0.4925840992521428
A3,0.6579346311491501,0.6468235488935226,0.0010351697804218101,0.03217405446041593,0.6229669589068866,0.6321947930537275,0.6468235488935226,0.6812564266638974,0.7106760036164039,0.5027453733385782,0.49878977904270805,0.0010288534558154526,0.03207574560030448,0.45968418696310365,0.4853492648839689,0.49878977904270805,0.5191146070286616,0.557165266302432
AT,0.58068389793374,0.5779463285693746,0.0014962745514954731,0.03868170822876716,0.5240649146413237,0.5677023726051948,0.5779463285693746,0.5983227626053519,0.6358704063631173,0.43953596258846905,0.4515739985031222,0.003022252292177648,0.054975015163050645,0.3515499788299098,0.4025769712970219,0.4515739985031222,0.4778223009276359,0.5085649416996483
AC,0.5825607480633134,0.5862207860113392,0.0009652449905827643,0.031068392146726298,0.5283098841091667,0.5734724749732747,0.5862207860113392,0.5999359538930253,0.6219392843293563,0.45891243514161173,0.45863192431059074,0.001769388886079313,0.04206410448445697,0.38667398942179687,0.44598452932515553,0.45863192431059074,0.48810612500558104,0.5149146074543725
AO,0.5300489300008305,0.5194320951293696,0.0027393121441529663,0.05233843849555474,0.46619154390726486,0.4844205735973923,0.5194320951293696,0.5838719755541394,0.5978587842123305,0.4022440366831566,0.41257657691420213,0.0031695417442175926,0.05629868332579007,0.3186634237348278,0.3510227404037414,0.41257657691420213,0.44535131426721347,0.4728155289286038
AJ,0.6284540731107031,0.6378938426084919,0.0026287841267564724,0.051271669826098626,0.5558977190278691,0.578300354014083,0.6378938426084919,0.6727275273622129,0.6907272773636228,0.4565408343568633,0.4626647226490902,0.004331125514162627,0.06581128713345931,0.3543724321324766,0.41256032047027685,0.4626647226490902,0.5057692952945614,0.5449821672826132
AW,0.5816132235778012,0.5736566218604938,0.0017859027859863255,0.04225994304286656,0.5252777932758855,0.5458230516549915,0.5736566218604938,0.6244459480693101,0.6387049119273835,0.42958015805268773,0.4317904486908674,0.00230096011228726,0.047968324051265956,0.35757330610218563,0.39862027403782047,0.4317904486908674,0.4656532666375621,0.4974540609553656
AX,0.5945647406757172,0.5983321868974043,0.0018497452909392196,0.043008665300602156,0.5303770190318189,0.5649148991954369,0.5983321868974043,0.6269261533281902,0.654832457026609,0.4597878938317049,0.48105510240779936,0.0010911083413443347,0.03303192911932839,0.41349020599701947,0.42806269139585534,0.48105510240779936,0.4822274040515023,0.5013297042523066
AA,0.6496770704095719,0.6438611734082492,0.002071469946602329,0.04551340403224449,0.5879453496224931,0.6329773727394353,0.6438611734082492,0.6774967192472414,0.7128585842392249,0.48447319147503337,0.4952725675151697,0.001173554229321105,0.03425717777811104,0.4288144787289426,0.4646447778637105,0.4952725675151697,0.501783120909086,0.5295908333019461
AH,0.6012448425732504,0.6091410798294828,0.003310108087154433,0.05753353880263609,0.5071547911020962,0.5854383196954691,0.6091410798294828,0.6221587343338925,0.6781274030523031,0.42314907015121367,0.42219715080905706,0.0028821048628354102,0.05368523877971868,0.3379948808031813,0.4012682667747557,0.42219715080905706,0.4569411813724714,0.4988261424693422
A2,0.6204496169967124,0.6138391421200066,0.0012035425326941275,0.03469211052522068,0.5759522631332028,0.5924509700796206,0.6138391421200066,0.6375581248409325,0.6779381605129196,0.4789642536460123,0.4721615468853346,0.001246261049531178,0.035302422714753985,0.4263486137401499,0.46217944169437947,0.4721615468853346,0.5013112770102854,0.5300349696096868
A4,0.6719182843861531,0.6873451582747501,0.0011964712851461673,0.03459004604139993,0.621655765552845,0.6407645030345817,0.6873451582747501,0.6966125733051114,0.7173273644872562,0.4864432632539249,0.48717710716941026,0.0019863932378062885,0.044568971693391,0.4171537253137576,0.46488325777055006,0.48717710716941026,0.5120870438831655,0.5529301444633616
AU,0.5405529781562488,0.5434888135253544,0.0014643671243513882,0.03826705011300699,0.4793971278180108,0.5193196235484164,0.5434888135253544,0.5700404336904914,0.5913530241497706,0.42589304165975733,0.42001110883020804,0.005412566444139454,0.07357014641917912,0.3110059210123471,0.38041087986739003,0.42001110883020804,0.47936967736880376,0.5226667571551739
AB,0.6648741392323093,0.6573850881562417,0.0016302909647949858,0.04037686175020275,0.6104028226953748,0.6396655415932492,0.6573850881562417,0.687733752055852,0.7243772502909428,0.4812522595484017,0.4886690108466616,0.0011377902372455245,0.033731146396847,0.43128730129584864,0.46397027062901275,0.4886690108466616,0.48905789142323847,0.5305552995003601
AL,0.5940683009433372,0.5971143827079586,0.001463031433772963,0.03824959390337318,0.5261458384792221,0.5848709757138357,0.5971143827079586,0.6150107026227055,0.6418551227689454,0.45249606564981254,0.4438657143163438,0.001997277528389873,0.044690911026626805,0.38957027243757447,0.41665359440818717,0.4438657143163438,0.4940705333471917,0.5083628105267533
A5,0.6422615640127988,0.6348460549694979,0.0013571232647226475,0.036839153963176836,0.5963833827247988,0.6218954012708456,0.6348460549694979,0.6520738940573225,0.7076672331513717,0.5127170245537066,0.5181147965890904,0.0013869040986139772,0.03724116134888891,0.4570849404912144,0.4892464585544355,0.5181147965890904,0.5309910526757949,0.5702266681339967
AD,0.5983615143499104,0.5852034262772882,0.0045459350767623734,0.06742354986770108,0.5143799626225265,0.5456074633375504,0.5852034262772882,0.6568648583801855,0.6951798501547519,0.4852716244476305,0.4764692706548618,0.0033624271909153338,0.05798643971581057,0.4121820018591149,0.4451619638463197,0.4764692706548618,0.5201976117236624,0.5785575170077158
AV,0.552668986738583,0.5657380919617383,0.0025987608251826985,0.050978042578964315,0.47486411546029283,0.5196232208768048,0.5657380919617383,0.5787698264848551,0.6248341628389824,0.3903589040763626,0.3652016482597853,0.0055719840779126706,0.07464572377512774,0.305798252931622,0.33471551965058594,0.3652016482597853,0.4493998523600864,0.5131365505132773
AR,0.5693229876242264,0.5808003786913704,0.0025352409627486913,0.05035117637899527,0.49282135328600263,0.5382269657731178,0.5808003786913704,0.6010570768692711,0.6350048286903834,0.4891423787903452,0.48691594818349193,0.001207688906785947,0.034751818755080245,0.44728565404605464,0.4662704378913942,0.48691594818349193,0.5026454953260351,0.5461527532190259
AI,0.6163951567904,0.6296901397642948,0.0038345427558195908,0.0619236849341154,0.5458288904749407,0.5519732985406066,0.6296901397642948,0.6734686297318662,0.7006759314795457,0.458763128275764,0.4573584838089061,0.0007469728733002958,0.027330804475907692,0.4214392618831221,0.441199755641168,0.4573584838089061,0.4818016035217719,0.4983065584292634
AF,0.6124208097544049,0.6075341122298811,0.0017413067409628973,0.04172896764794089,0.5585819199006998,0.5922266835216001,0.6075341122298811,0.6312544722618049,0.677798000037013,0.44785742317470306,0.4499522563421646,0.0008887686057131861,0.02981222242157042,0.40418206888383457,0.4381012558707255,0.4499522563421646,0.455529060326319,0.4904195257197763
AM,0.5514155389467814,0.5632889535563774,0.0034544215855691726,0.058774327606270174,0.45780065337201525,0.5133734122882241,0.5632889535563774,0.596300949356489,0.6253561691275809,0.4175100297521807,0.39162861581109254,0.005079373013376807,0.07126972017187108,0.31339896332303463,0.3781839132758444,0.39162861581109254,0.4696375156507753,0.5181267209142584
AN,0.5870375901974734,0.5934111022487139,0.0010661249958251143,0.03265156957674645,0.5388741868001208,0.5577210935806078,0.5934111022487139,0.6086470525942251,0.6298058074344342,0.45052913381638365,0.4564374936043981,0.0011145562082290762,0.03338496979523983,0.40144063978461975,0.4305025329346932,0.4564374936043981,0.4670816216330606,0.49653530055652045
