cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AY,0.4908107794727497,0.4977922752599486,0.0010094357736033874,0.03177161899562859,0.4450089789788698,0.46538448274207744,0.4977922752599486,0.5060068611939832,0.5387063019559737,0.33688664334981494,0.35090547001131767,0.0014946153043216323,0.03866025484036069,0.2790027947160507,0.2976517360948167,0.35090547001131767,0.3657837299471085,0.3802055739700626
AQ,0.46506555956349954,0.4717019660069246,0.0019453410704573801,0.04410602079600222,0.39847838420763604,0.43549696148604494,0.4717019660069246,0.4911601345190322,0.5257693307588575,0.3026124555916918,0.30808586821194806,0.0025469054145159415,0.05046687442784565,0.23365509003172968,0.2644099064279958,0.30808586821194806,0.33728692153812445,0.3801770763109551
AS,0.4485306716120274,0.4521651185356069,0.00174468833442138,0.04176946653264056,0.39137372382568303,0.4125706068309977,0.4521651185356069,0.49170835123427314,0.4979091891153034,0.3149202203392034,0.32521633334551514,0.003727227494158068,0.06105102369459556,0.2177749712263413,0.28225164594597585,0.32521633334551514,0.34731189136033946,0.39475658738749086
AE,0.5059802514897981,0.5153795570864803,0.001256739738697781,0.035450525224568694,0.4523869630012271,0.4839952659362483,0.5153795570864803,0.5221058716135871,0.5578156086931738,0.3532974712835032,0.3491311791430686,0.0008926134421012289,0.02987663706144366,0.3135827668006572,0.3308371910085368,0.3491311791430686,0.3746692641596384,0.40087527646609816
AZ,0.49821827412175124,0.5025704627377,0.0017073630867054388,0.04132025032239566,0.43064026240672315,0.47504397997011694,0.5025704627377,0.5385985921112739,0.5434613181867463,0.31084749119980953,0.3138461997530354,0.0012681375438398064,0.035610918885080826,0.2656124298539104,0.28061763085636815,0.3138461997530354,0.3323707685641777,0.3670146487875019
AK,0.4919939197742593,0.49478354914198863,0.0009509593752558518,0.03083762920939046,0.4440409732433037,0.4753064321415625,0.49478354914198863,0.5124237905137237,0.5338516185124138,0.3068579743131539,0.3071128077756051,0.001048912567891755,0.03238691970366671,0.2556965731001075,0.29295942258124175,0.3071128077756051,0.3224629064993989,0.35480658390575925
AG,0.46959488782229,0.48861300551983194,0.0014326412699147493,0.037850247950505546,0.41210523108971164,0.43647818139476946,0.48861300551983194,0.5031172763486382,0.5097878242831115,0.290568211567015,0.29352484786338134,0.0016900171937299874,0.04110981870222718,0.22517167266152532,0.28211650825785856,0.29352484786338134,0.3034865793753927,0.34720168408705077
A1,0.45331856270889015,0.460737869480198,0.001809262970836579,0.04253543194604445,0.3902878010912267,0.43432706382457376,0.460737869480198,0.4700762311377615,0.5118139305398443,0.32217835893073493,0.3269255155098918,0.0008113596171351521,0.028484374964796964,0.2770886620472479,0.30219051672770947,0.3269255155098918,0.3407960490161702,0.35797489992772125
A3,0.4407474231481603,0.45128952441423453,0.002891398370552531,0.05377172463807099,0.35335731594727204,0.41301618279033825,0.45128952441423453,0.46916280814279676,0.516522801975577,0.29175968989002005,0.2840053464307211,0.0012043704096910072,0.034704040250250506,0.2397659751285552,0.277583506185815,0.2840053464307211,0.3178607052160473,0.3340399770727827
AT,0.5226469202492707,0.5157185665562471,0.0011738886246017027,0.0342620580905716,0.4813236538037356,0.4959953109741254,0.5157185665562471,0.5561891841481041,0.572008924925923,0.3537487787693919,0.37390878827208257,0.0015638030288114074,0.039544949472864514,0.29618640766720006,0.321093232460126,0.37390878827208257,0.38044761229848256,0.4042823357410321
AC,0.43751571523629895,0.4174198767662056,0.0031836415116948814,0.056423767258974133,0.3781066956911754,0.3934443118263654,0.4174198767662056,0.4702264707331616,0.5311687416554893,0.29174086387080983,0.2799020140746513,0.0018170244334398441,0.04262656957156938,0.23532412887509568,0.26061074306075394,0.2799020140746513,0.32002838919221266,0.35790740789561903
AO,0.481882440125699,0.4734310629703744,0.0011602448183923553,0.03406236659999354,0.43743452873587446,0.46197906405390277,0.4734310629703744,0.5020552015012993,0.5379110767470123,0.3351498263558358,0.3317196832068208,0.0013598791733360318,0.03687653960631382,0.2838895307189919,0.3117281869684251,0.3317196832068208,0.36006314724204697,0.39063430669775895
AJ,0.46759868965684936,0.45635115586678326,0.0016985704162706104,0.04121371636082592,0.4152656853289619,0.4424288623320867,0.45635115586678326,0.4888951834496921,0.5395676977890292,0.2936382015058347,0.28973906314445474,0.0010831443950841688,0.03291115912702208,0.2472038567527956,0.27385697752287586,0.28973906314445474,0.31731496357807476,0.3423038396942157
AW,0.4941203909743367,0.4802823354949243,0.0013055767816297092,0.036132766039008266,0.451809107367425,0.47680697966653274,0.4802823354949243,0.5038289592077547,0.5595462666233142,0.3212768937218335,0.3244210420713929,0.0014752798441197749,0.038409371826675,0.26081958011107426,0.3122053275221186,0.3244210420713929,0.3361427789494267,0.3721839029957641
AX,0.5327516388725257,0.5393405131052704,0.0015019803185803136,0.0387553908325063,0.4611461014185165,0.5215551991127954,0.5393405131052704,0.5581875528639304,0.5739889252810026,0.3207301885067248,0.32805611826750725,0.0008313684402792115,0.028833460428453805,0.2767576750432561,0.3008885889032489,0.32805611826750725,0.34112979622219664,0.35707463670697726
AA,0.4563221827128338,0.4414255871653609,0.0022529484304004066,0.04746523391283779,0.3906364501736004,0.42508795814025924,0.4414255871653609,0.4930685110666718,0.5283625872526754,0.33126753090323746,0.31871910459581915,0.0014036961589759718,0.03746593331249032,0.2828207917351601,0.300393971427868,0.31871910459581915,0.3579239583241649,0.38756776516631386
AH,0.5384047396297235,0.5296845869417517,0.0010386351899162709,0.032227863564255554,0.4918747091262737,0.5166679164916705,0.5296845869417517,0.5701235340588212,0.580640811918181,0.3156822476605638,0.3204060516036425,0.0012368806384567236,0.03516931387526239,0.2645331441832006,0.2906964539447532,0.3204060516036425,0.33226497398308025,0.36721888680574033
A2,0.437560385407593,0.4384197444105302,0.002563722509042085,0.05063321547208004,0.35543992917389294,0.41278058926179406,0.4384197444105302,0.4612326404760492,0.5143139397309981,0.3312660041542848,0.33621421913370875,0.0027012701310640975,0.05197374463192062,0.24461019956356234,0.2988331579718648,0.33621421913370875,0.37386260550470574,0.3905200557626841
A4,0.44900057379420644,0.44636077909816585,0.0013478763691147767,0.03671343581190375,0.3955647609419316,0.4269577489492591,0.44636077909816585,0.4792855904010313,0.5018179595311437,0.29739987969236464,0.3147798295177834,0.0031744572715740067,0.05634232220608241,0.22048839221001365,0.25153718647326767,0.3147798295177834,0.3237299145590524,0.37795763772047564
AU,0.4612377993541336,0.4572018522174112,0.0006665151149665629,0.025816954021854764,0.4227198439218751,0.4469718213654812,0.4572018522174112,0.48531726317950113,0.4974404513375972,0.2911529513528264,0.306747633734918,0.0023378773886912497,0.04835160171794984,0.20894946174174012,0.27519406159595844,0.306747633734918,0.32455252735301166,0.3367746569537119
AB,0.45944068280246503,0.47518040243864856,0.002425951781333152,0.049253951936196465,0.384459017612396,0.42048719640445575,0.47518040243864856,0.49484151895874384,0.5253211851249653,0.32488919705237396,0.32025936919455456,0.0012154247321158813,0.03486294210355576,0.27074665982380536,0.31413111432377594,0.32025936919455456,0.3422229584288292,0.37417685269729
AL,0.49940625001583605,0.496172692521613,0.0021544263318930834,0.04641579830071959,0.43060291874545864,0.4765317530226072,0.496172692521613,0.5249490411462099,0.5624893460399424,0.34260094363681265,0.3356348140663894,0.002303744895435594,0.04799734258722658,0.285642002532825,0.31201142664951453,0.3356348140663894,0.3530480263069917,0.4308626294939773
A5,0.45955638210188976,0.4594340268724988,0.001257548094661994,0.03546192457639594,0.4046756755931017,0.43571890639894084,0.4594340268724988,0.4930448723629208,0.5042877702514709,0.2884472531619849,0.2842515341781538,0.000825411696817889,0.028729979060519502,0.2487574212007046,0.2738708783050052,0.2842515341781538,0.30152636121143817,0.3336756908513585
AD,0.4879329721946031,0.47498359587263783,0.0005637112852175515,0.0237426048532496,0.4625696919353925,0.46900282517235753,0.47498359587263783,0.5045294200501383,0.5234047007560739,0.3142503769423913,0.30883594501505396,0.001476884698500204,0.03843025759086457,0.2627672916330747,0.28274717354506473,0.30883594501505396,0.3455743918140164,0.36839835881695376
AV,0.454724334257339,0.44760978189152034,0.001966908119649669,0.04434983787625011,0.39255593519062737,0.4358518665487853,0.44760978189152034,0.47929816507871603,0.519009886451679,0.3287294042625947,0.3265668593931037,0.0011379608274096238,0.033733674976344094,0.28537682620854876,0.3040610566036901,0.3265668593931037,0.3476675957806593,0.38229795647636866
AR,0.48207041710108345,0.48899762522479084,0.00046040091059206846,0.02145695483035905,0.4478781836231829,0.47294767553901945,0.48899762522479084,0.49295075557055057,0.509406156935549,0.34958253899167213,0.3469428254447434,0.002063038681600812,0.04542068561350447,0.2845392270467642,0.31930069465535227,0.3469428254447434,0.3729533568759833,0.42259641131913706
AI,0.524665914958049,0.533453920759004,0.0011404974426817032,0.033771251719201985,0.4737976951857945,0.5063371244855888,0.533453920759004,0.545858469662662,0.5685020535950436,0.3509210801094971,0.35767491291014863,0.0010736507632358788,0.03276661049354783,0.30070444830724163,0.33039291033589,0.35767491291014863,0.3693520928362536,0.3971899816848957
AF,0.511272971175023,0.5031015048968754,0.0009792489051058339,0.0312929529623817,0.47934020915428055,0.4869554655547583,0.5031015048968754,0.52248947748992,0.5682664928300398,0.3116606339792538,0.3079636725168042,0.0005993259272588852,0.02448113410891916,0.2769975651965384,0.2961409757729969,0.3079636725168042,0.3265806660364712,0.3509924764625768
AM,0.5136493546173236,0.5178581437111314,0.0005056616021163596,0.022486920689955742,0.4815095280555324,0.49759510584913524,0.5178581437111314,0.5240322145731493,0.5468054602726137,0.3417772377264338,0.33473242801195724,0.0006549875624438064,0.025592724795218784,0.3057588441696533,0.3273572043312434,0.33473242801195724,0.36733960478163574,0.3775099567896734
