cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AA,0.11146077029200133,0.10837313531060115,0.00040262258353738014,0.020065457471420384,0.08601662540897437,0.0934181685331987,0.10837313531060115,0.12722824709035374,0.14052435633557547,0.053730018926455216,0.056265993400480364,0.0005407749069119077,0.023254567441943694,0.02569480506684133,0.028929887937321732,0.056265993400480364,0.07154644586584702,0.08706647542755254
AB,0.5422118934744155,0.5412756176701762,0.006575741556015891,0.08109094620249471,0.42022284622476025,0.4847398159379209,0.5412756176701762,0.6149105271743889,0.648083104980602,0.5123305058035817,0.5120940826660284,0.008799669163360264,0.0938065518146801,0.3733014986085781,0.44825798445523846,0.5120940826660284,0.5890333853837395,0.6403407607293639
