iteration,node_id,loss,accuracy,full_loss,full_accuracy
0,4,2.1024911403656006,0.2797427652733119,"[2.19603697458903, 2.1273771127065024, 2.1024911403656006]","[0.1864951768488746, 0.2540192926045016, 0.2797427652733119]"
0,21,2.330986817677816,0.05519480519480519,"[2.392552137374878, 2.362751324971517, 2.330986817677816]","[0.04220779220779221, 0.045454545454545456, 0.05519480519480519]"
0,9,2.1286356449127197,0.23076923076923078,"[2.1813553969065347, 2.1776932875315347, 2.1286356449127197]","[0.16346153846153846, 0.1987179487179487, 0.23076923076923078]"
0,0,2.1884779930114746,0.21153846153846154,"[2.2665908336639404, 2.2037148475646973, 2.1884779930114746]","[0.15384615384615385, 0.1858974358974359, 0.21153846153846154]"
0,24,2.292088190714518,0.1038961038961039,"[2.3635948499043784, 2.3353912035624185, 2.292088190714518]","[0.08441558441558442, 0.10064935064935066, 0.1038961038961039]"
0,8,2.134246349334717,0.23717948717948717,"[2.199326674143473, 2.1772183577219644, 2.134246349334717]","[0.15705128205128205, 0.20833333333333334, 0.23717948717948717]"
0,26,2.3489882151285806,0.07395498392282958,"[2.4319985707600913, 2.3887619972229004, 2.3489882151285806]","[0.06430868167202572, 0.06752411575562701, 0.07395498392282958]"
0,25,2.284571409225464,0.09003215434083602,"[2.363748470942179, 2.3169822692871094, 2.284571409225464]","[0.08681672025723473, 0.07395498392282958, 0.09003215434083602]"
0,27,2.282381296157837,0.0967741935483871,"[2.3669482866923013, 2.333789666493734, 2.282381296157837]","[0.06774193548387097, 0.09032258064516129, 0.0967741935483871]"
0,16,1.9859867493311565,0.14423076923076922,"[2.0643162727355957, 1.9992200136184692, 1.9859867493311565]","[0.10256410256410256, 0.11858974358974358, 0.14423076923076922]"
0,7,2.1311214764912925,0.24193548387096775,"[2.2157289187113443, 2.1782482465108237, 2.1311214764912925]","[0.16774193548387098, 0.22903225806451613, 0.24193548387096775]"
0,10,1.984053095181783,0.1794871794871795,"[2.0709328651428223, 2.026140292485555, 1.984053095181783]","[0.09935897435897435, 0.14102564102564102, 0.1794871794871795]"
0,15,2.0081356366475425,0.16129032258064516,"[2.078698714574178, 2.043417533238729, 2.0081356366475425]","[0.0935483870967742, 0.13870967741935483, 0.16129032258064516]"
0,17,1.9816970030466716,0.17307692307692307,"[2.066272815068563, 2.0250706672668457, 1.9816970030466716]","[0.10256410256410256, 0.14102564102564102, 0.17307692307692307]"
0,23,2.2691732247670493,0.09904153354632587,"[2.335263649622599, 2.3015602429707847, 2.2691732247670493]","[0.06389776357827476, 0.08306709265175719, 0.09904153354632587]"
0,20,2.342244307200114,0.06430868167202572,"[2.392683744430542, 2.350524425506592, 2.342244307200114]","[0.05466237942122187, 0.06109324758842444, 0.06430868167202572]"
0,11,1.982649604479472,0.1935483870967742,"[2.0551657676696777, 2.0091501077016196, 1.982649604479472]","[0.13225806451612904, 0.1774193548387097, 0.1935483870967742]"
0,28,2.2820748488108316,0.08766233766233766,"[2.3483054637908936, 2.3228542804718018, 2.2820748488108316]","[0.07467532467532467, 0.08116883116883117, 0.08766233766233766]"
0,3,2.1206606229146323,0.2939297124600639,"[2.203744331995646, 2.1352407932281494, 2.1206606229146323]","[0.1757188498402556, 0.24600638977635783, 0.2939297124600639]"
0,12,1.9839319785435994,0.13183279742765272,"[2.075099070866903, 2.0204079151153564, 1.9839319785435994]","[0.09003215434083602, 0.12540192926045016, 0.13183279742765272]"
