cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AN,0.040877634002854706,0.020804312762103292,0.0011404369701534434,0.033770356381795014,0.012924014834174012,0.01789310260676284,0.020804312762103292,0.062050565742261435,0.09345786105686885,0.03422258685365855,0.011584833355416525,0.0012835885186603673,0.03582720361206505,0.006809182078230177,0.009616944372566927,0.011584833355416525,0.05510800237641193,0.09052685534926148
AI,0.07140909839004823,0.06588966791556401,0.00036542323260392844,0.019116046468972827,0.053299430362447435,0.055705639629559045,0.06588966791556401,0.0790459450165851,0.10133584339384885,0.058702726556680886,0.056666457367078565,0.00028532801713730595,0.016891655251552642,0.03938059620025626,0.04364134393021024,0.056666457367078565,0.07144085443281868,0.08194934080119681
AD,0.04350452394048637,0.042686547789278724,0.00039535306862743466,0.01988348733566209,0.016563918667902057,0.03314155465966087,0.042686547789278724,0.05722368976519855,0.06916197036022184,0.03927229294562299,0.03854653520063351,0.0005325953402835621,0.023078027218190945,0.009949550529302286,0.024294337645443764,0.03854653520063351,0.05470488618618977,0.0691386607708397
AL,0.033834053384015704,0.030841371132685078,0.0003399101655076301,0.018436652773961712,0.014801396528273902,0.01817074693922994,0.030841371132685078,0.0430672095186071,0.06064493973977281,0.028493030711278632,0.025005488770557676,0.00044299996381000703,0.021047564320129945,0.0070889292464456025,0.010814896762274541,0.025005488770557676,0.039388115895576836,0.0584879636167567
AO,0.02352748922013558,0.018002110730100503,0.0001868876324647778,0.013670685149793254,0.009284495146082823,0.013874251177218109,0.018002110730100503,0.03408265195620855,0.043615475070458924,0.018016962644795385,0.010562334974044765,0.00018734824293984686,0.0136875214315758,0.005922960875797428,0.0077662443899624446,0.010562334974044765,0.029989829211641127,0.03765993115499386
AG,0.08521630347737834,0.08118852042157304,0.0015948829950286935,0.03993598621580158,0.041712872506817086,0.05251076274950597,0.08118852042157304,0.10259674865320176,0.14363554504774503,0.08436918551572425,0.0810086093168309,0.0018446935970429696,0.04294989635660335,0.03829300967720254,0.04869233591238063,0.0810086093168309,0.10110827214265967,0.14699120890389372
AC,0.0790140229237662,0.08377358670799126,0.001605425200235506,0.04006775761426519,0.02995118076651437,0.044898916500309166,0.08377358670799126,0.09589195204305577,0.13401549220220044,0.07775914205593572,0.08249457453725582,0.0022945960151183535,0.04790194166334339,0.016249189212339837,0.04399850022773606,0.08249457453725582,0.09683380716531462,0.14353507481720532
AE,0.05791976702227954,0.050985035442567356,0.0006685216526373197,0.025855785670470734,0.02547027044132054,0.044922981258466416,0.050985035442567356,0.08116411980347008,0.09162807243465118,0.05234814750460895,0.039196085355346084,0.0010598576971615167,0.03255545572037837,0.01454483873625025,0.038229938619302885,0.039196085355346084,0.08138708505448787,0.09554837633739244
AH,0.061952797671068115,0.05930585941061834,0.000730108905036157,0.02702052747516519,0.03124328442130884,0.037857146886859025,0.05930585941061834,0.08152363721822366,0.09876694638272117,0.05730783551556371,0.0519050495761702,0.0007097578883273215,0.026641281656994687,0.028301385214146914,0.03781015659321796,0.0519050495761702,0.07108570898833706,0.09643073971265459
AB,0.06361815806665667,0.056344282726609685,0.00048084039748663146,0.021928073273469136,0.04301600421641836,0.051203764043465896,0.056344282726609685,0.0669058124037587,0.09879099293767565,0.05678028970782866,0.0482820958192058,0.0005350718665710635,0.023131620491678995,0.03683703867425825,0.03826279239986366,0.0482820958192058,0.06528318451175642,0.09331450194748389
AJ,0.03214944530474571,0.02428034813011531,0.00048365640505169927,0.021992189637498567,0.015861564858113495,0.023504524681383206,0.02428034813011531,0.02660565191156033,0.06707708179947863,0.02520490853491367,0.01820412472867603,0.0004612396144976331,0.021476489808570514,0.007427164893795784,0.013185482578833903,0.01820412472867603,0.024398454836723697,0.05970081971948864
AF,0.06226835384577679,0.06329110268356716,0.0006683387685041694,0.025852248809420223,0.024700006556205863,0.052435797092800725,0.06329110268356716,0.07847211769154111,0.09439602276273347,0.0538270240381718,0.05067089449062852,0.0006830185189162773,0.026134622991661412,0.01830642386649562,0.040803089390333336,0.05067089449062852,0.07742332282406804,0.08598153258994332
AA,0.036862368393990215,0.04040967815736783,0.00024388697096638665,0.015616880961523227,0.01579370653953113,0.022864070916443588,0.04040967815736783,0.048781221762935756,0.05517879826357617,0.030343195613836537,0.03570388769448749,0.00029118396792731125,0.01706411345272034,0.00790543901876548,0.014815134409197737,0.03570388769448749,0.039191971734865244,0.050979668170554875
AK,0.02894642442063933,0.02826424930291011,0.0001642031278732553,0.012814176831667936,0.014978118902563418,0.016874062580512293,0.02826424930291011,0.040872100965110805,0.043808391106503045,0.023740988349529035,0.023503111049121166,0.00024137135298351624,0.015536130566634545,0.007478199469486181,0.00841346024350731,0.023503111049121166,0.038754084943883556,0.04049092175449252
AM,0.03174849517107058,0.026265275006852926,0.0004516040770182186,0.02125097826026413,0.012705353942693131,0.014260041320461178,0.026265275006852926,0.0390255080149812,0.06399635392883449,0.02783888887049366,0.022637633849100378,0.0004709253358168041,0.021700814174053566,0.00807398971951451,0.008846517595473249,0.022637633849100378,0.036848703916724304,0.06032695636562481
