cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AA,0.13106219399810917,0.13373531332219216,0.0007742992814917635,0.027826233692179105,0.09643369814154973,0.1042125088789943,0.13373531332219216,0.15235240307423203,0.16627836800523318,0.11659731677158025,0.11056025139328998,0.0028286853222231445,0.05318538635963026,0.05994392985588156,0.090664209501784,0.11056025139328998,0.11641068594145035,0.19770710536190172
AB,0.5437535989193094,0.5390358791789617,0.004382858432285861,0.06620316028926308,0.47151786917815625,0.5011023521322818,0.5390358791789617,0.5528836133876721,0.6438408232366452,0.5225491928944559,0.5185896020528733,0.004428785805977292,0.06654912325476041,0.44859106523910225,0.47973875835110535,0.5185896020528733,0.5335409044379653,0.6223393251982166
