cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AN,0.45154490454467816,0.45086874198224836,0.010819159835287915,0.10401519040643975,0.31162423969216113,0.3810029362323033,0.45086874198224836,0.5426337468718626,0.5785565097101567,0.4282293439286639,0.4280668547679981,0.01165686447024468,0.10796696008615173,0.28173852418957074,0.3586999375426537,0.4280668547679981,0.5204392173353688,0.5597894230080707
AI,0.3381154705372115,0.3405628276902062,0.0020790805851775575,0.045596936138051616,0.27028514032245515,0.3292310262470428,0.3405628276902062,0.36290045138853994,0.39249019303270094,0.3138978130983001,0.3159070834260824,0.002133331762080521,0.04618800452585629,0.24516802090941942,0.3073719340092902,0.3159070834260824,0.3382633746922322,0.3683903349014867
AD,0.06359810443059748,0.05594702008033978,0.0011247654609840118,0.033537523179030554,0.02817653071975984,0.036573313902180674,0.05594702008033978,0.08006269537542447,0.11498607627246234,0.0463791690780927,0.04028384215806245,0.0012056919170471614,0.03472307470612534,0.00858829640408145,0.017647312675261366,0.04028384215806245,0.06419481729887654,0.09855872861350423
AL,0.4732111621420885,0.5072170166757206,0.007972637453972567,0.08928962679938005,0.328393951918385,0.468239818652053,0.5072170166757206,0.5255723671416268,0.546761634403553,0.453013708161864,0.48847360178487476,0.00846179740799379,0.0919880286123895,0.30397934937808846,0.45181931856271096,0.48847360178487476,0.5045075070005516,0.5271452515591039
AO,0.375965946947688,0.3656509620563597,0.0027501676249934268,0.052442040625755845,0.32898099407926096,0.34642109205018623,0.3656509620563597,0.37029807317923547,0.45846020129996773,0.3615067390661828,0.3517025294409697,0.00299494100476531,0.05472605416769338,0.3115054788595124,0.3312313232293757,0.3517025294409697,0.35541500908501855,0.4471910077142495
AG,0.05751121072420425,0.05429747640340971,0.0005623147176410688,0.023713176034455375,0.03408981921174877,0.03552184808041882,0.05429747640340971,0.06950267598339416,0.09134722386731702,0.03407684851742241,0.026453131753802712,0.0006142085357389866,0.024783230938257152,0.01002042039263114,0.011633319676012822,0.026453131753802712,0.053293367193469846,0.06917895297667812
AE,0.4148587270540742,0.4313853377457285,0.0031392724236975426,0.056029210450420794,0.3281884294022691,0.3862861176554488,0.4313853377457285,0.4577356320787289,0.47271178181492945,0.3930208774813609,0.41176914560452893,0.0032176979749924347,0.05672475627970943,0.30467999069888757,0.36466586675716245,0.41176914560452893,0.4349955390063499,0.4504090175862778
AC,0.09219636439259869,0.08692247849498791,0.00022737457836459062,0.01507894486907458,0.07607934236648509,0.08539093902319858,0.08692247849498791,0.09707855888346842,0.11574840721827845,0.05578228954497424,0.05266688331958467,0.00026879219352819137,0.01639488315079407,0.03485026465030182,0.049105755232842455,0.05266688331958467,0.06418004632359865,0.07920147339160606
AH,0.4298835580144815,0.44884051373767847,0.006817890387711148,0.082570517666484,0.3093523112485113,0.382983967361362,0.44884051373767847,0.49596327542876706,0.5155116052626114,0.4071891472769478,0.42780137276976976,0.007525777023846374,0.08675123643987083,0.2801466566752798,0.3586468446149851,0.42780137276976976,0.4743386120509146,0.4977792667289873
AB,0.05250168822142908,0.051586038928234663,0.00040216409399841213,0.020054029370638014,0.026701053152109668,0.04151151018599904,0.051586038928234663,0.06307703320899202,0.07964713616472002,0.031579172407879386,0.02800152546935899,0.00044642437610734314,0.02112875708855926,0.009244538683620365,0.01579358078789734,0.02800152546935899,0.04087986672855487,0.06241099242661657
AJ,0.33948503949608266,0.30885411215956404,0.017555294557359418,0.13249639450701825,0.20127828417335225,0.23041024665081625,0.30885411215956404,0.4155483544016913,0.5354355286711903,0.3196066566330911,0.29088205204058315,0.018571173752716223,0.13627609384156938,0.17555497336752107,0.2062996562958026,0.29088205204058315,0.3988165247811366,0.5199018000494159
AF,0.392311319540026,0.40325448346198717,0.010879539360901863,0.10430503037199051,0.23313677384973835,0.37917628162838496,0.40325448346198717,0.4505955004006379,0.5086194120220451,0.3691052606200007,0.3787137165289306,0.011396001325844724,0.1067520553705863,0.2070270984731756,0.3558908437321063,0.3787137165289306,0.4281275910068688,0.48943494854042535
AA,0.09797758577089932,0.0814412327550998,0.0017626361127154027,0.04198376010691995,0.0650451456732877,0.07399637666626739,0.0814412327550998,0.0974650978095041,0.16653156909762845,0.0771547587795316,0.06089710814416481,0.0016527955764406629,0.04065458862712379,0.047619474052737164,0.05006597000133689,0.06089710814416481,0.07743443735290885,0.14353004271746556
AK,0.4280913874685785,0.4350733177366692,0.002598563561250208,0.0509761077491231,0.35867059373926946,0.40931379700398673,0.4350733177366692,0.43671607088672504,0.496135200582745,0.4061992878016445,0.411273207712687,0.0029888200433588045,0.05467010191465537,0.33428133189811726,0.38784201108901994,0.411273207712687,0.4115084333370991,0.4808964245937353
AM,0.45391980935340315,0.4778395734529378,0.009412188456836201,0.0970164339523784,0.30926426848765265,0.39816499265706623,0.4778395734529378,0.5156446984471446,0.5666889105047601,0.43226160831121496,0.45830146505048636,0.010428983325579852,0.10212239384963444,0.28006657663016654,0.3726414356084788,0.45830146505048636,0.49701024853030706,0.5506578287855428
