cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AL,0.5073820334832273,0.49523911229308437,0.002877588618896664,0.05364316003831862,0.43358304920470836,0.4811173597006723,0.49523911229308437,0.5432686515179634,0.5902302096252847,0.3824193522091816,0.37990777820060206,0.0010064138607181906,0.03172402655272799,0.3419249875262689,0.3567232482849333,0.37990777820060206,0.3964221729286158,0.434945630616542
AO,0.47763888342531896,0.47764942774333996,0.000644451595109319,0.0253860511917336,0.45170609987246535,0.4584145419591972,0.47764942774333996,0.4822738390085135,0.5187603662155488,0.40828148188451513,0.401521638554874,0.0006981757206082123,0.026423014979525185,0.3758175188149303,0.38746612546938225,0.401521638554874,0.42231067440954917,0.4524832323235407
AE,0.4844445351162372,0.48868283844358484,0.002212395765942576,0.0470361112969873,0.41663921257870745,0.4469447163400217,0.48868283844358484,0.5133031783003057,0.5524638101833175,0.4305835150798359,0.4254938719595114,0.001985511679477329,0.04455908077460002,0.37187789003254745,0.4013127827686488,0.4254938719595114,0.4560288806709265,0.5015374584868533
AN,0.42871715097538715,0.41765764823323903,0.0018477749138305,0.042985752451603076,0.38237910562400224,0.40829952136450054,0.41765764823323903,0.4310663994246401,0.5107411157548767,0.3871920760688275,0.38421641021641373,0.0018915219545685667,0.04349163085662076,0.329724692145588,0.358308789295285,0.38421641021641373,0.4160103619453709,0.4578066717530587
AD,0.48914161684079693,0.49900636650442043,0.001433970951517262,0.03786780890832294,0.43638388420577445,0.45401009952892435,0.49900636650442043,0.5188562678784098,0.5399831658240826,0.45513255178339007,0.47613549912393005,0.0018417947182301996,0.04291613587253866,0.3867026251951815,0.41831812287849224,0.47613549912393005,0.4856672972705726,0.5045303578507001
AM,0.5196027861681016,0.5128610210061908,0.0009179627398643318,0.030297899924983773,0.4815494973755376,0.494523499808187,0.5128610210061908,0.5455110836952444,0.5646320807073562,0.44632235453677144,0.4593377276608367,0.00116160581955558,0.034082338821676834,0.3946333368105275,0.4140496109967921,0.4593377276608367,0.47683776996129584,0.48252493276538744
AA,0.5391242587100957,0.5416929477979937,0.0021867251943133454,0.04676243357988702,0.4735743134986108,0.5009761594282489,0.5416929477979937,0.5730591148220593,0.6066553249743696,0.4546632144626907,0.4504696162496314,0.005562063824444272,0.07457924526598719,0.3326680166979537,0.4291550899378538,0.4504696162496314,0.49285660561175704,0.5620885296601862
AC,0.5036088590839798,0.49991203328001066,0.0015797220779223747,0.039745717730623194,0.44960353967660754,0.4726487519172262,0.49991203328001066,0.5391451739307479,0.5597754537749803,0.4134955685481369,0.42560305257252673,0.0023847295096980792,0.04883369236191422,0.3259864058208314,0.3912175812577375,0.42560305257252673,0.4511749124216663,0.4596078487952633
AK,0.5112790356803998,0.5180847841743206,0.001357665892130767,0.03684651804622476,0.4514296567621761,0.4910489715151195,0.5180847841743206,0.5364825492970564,0.5591998017449892,0.4273167701798213,0.44409673447453357,0.0022559352239157147,0.0474966864519591,0.3484584337920693,0.3997009244291968,0.44409673447453357,0.46728568438728535,0.4792522180966378
AG,0.46499424589213506,0.4677278271349439,0.0016251750800902387,0.04031346028425541,0.3990521069281739,0.45736071922082705,0.4677278271349439,0.4841098714062517,0.5154280954660431,0.3916347344912698,0.39684045775364557,0.002313312972730605,0.0480969122993421,0.31477538407667416,0.35897833628371956,0.39684045775364557,0.42974258633635753,0.4532251850653315
AB,0.5064805530872325,0.4914264765054661,0.002034786070384901,0.045108603063993245,0.4579995111729111,0.4766973039190724,0.4914264765054661,0.5317868136639081,0.5800767343297214,0.4331204978223957,0.4380765700787056,0.004569392134336113,0.06759727904535887,0.3207804716717654,0.3915643460051962,0.4380765700787056,0.4838318820040347,0.5117249001126551
AH,0.5360571368173308,0.5359949517125276,0.0020394052363495244,0.04515977453829375,0.47315638131705573,0.5016168726037376,0.5359949517125276,0.5707031209565779,0.6042251737076358,0.3962084030138416,0.3980098784945436,0.001459721447041542,0.03820630114315624,0.3514845406447792,0.36542226248025744,0.3980098784945436,0.4107955072796441,0.46394711948825706
AI,0.4638069319083053,0.4636648370614963,0.0020192902286970617,0.044936513312639884,0.3990557803328413,0.4337327395832866,0.4636648370614963,0.49430706173553773,0.5285124226616615,0.4166143760679378,0.4233858102141165,0.003228683017413739,0.05682150136536115,0.3466885995411041,0.36268812438927234,0.4233858102141165,0.44723680303539654,0.5001500117190155
AF,0.5129832073438145,0.5138315207909524,0.0027513344560724075,0.05245316440475643,0.4465565936219651,0.4781976864173828,0.5138315207909524,0.5398066704948936,0.5955710187640129,0.388484803563224,0.3729780309967213,0.00272535798537975,0.052204961310011046,0.33332910521948844,0.3407696489741602,0.3729780309967213,0.43854391302597195,0.46595406390307764
AJ,0.47894186943110295,0.4731624273435132,0.0025562525713357445,0.05055939646925925,0.4277975139990297,0.4364638281337243,0.4731624273435132,0.5066687782430653,0.564189068039441,0.42321777908865044,0.4499645371976811,0.002150708863320426,0.04637573571729538,0.3529511103661507,0.3884808545886862,0.4499645371976811,0.4542425150866999,0.4791897493057982
