cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AL,0.5914836318511978,0.5804286785730008,0.004663315382476328,0.06828847181242474,0.506629741721934,0.5473991319772644,0.5804286785730008,0.6300348887396894,0.7087015351958086,0.5620951191167034,0.5732638794867313,0.0033065560710179016,0.05750266142551927,0.48447539348374546,0.5023884232650409,0.5732638794867313,0.6169764341453787,0.6344261601852436
AO,0.6463853239141871,0.6472408615368672,0.002807754465728118,0.0529882483738434,0.5702888207719385,0.6087609523633166,0.6472408615368672,0.688085296039756,0.718276107742988,0.550504050425644,0.5407085055614251,0.0036721923514712648,0.060598616745526995,0.4672563781378666,0.5186380790873905,0.5407085055614251,0.584316379562074,0.648011832082696
AE,0.5572599820620996,0.5459803012862254,0.0023040582389872483,0.048000606652283555,0.4884306585935843,0.5273934980847932,0.5459803012862254,0.5841255699544423,0.6306187125046189,0.5229380799329196,0.5185156438897871,0.0023802873793635428,0.048788188933014745,0.46294646384600235,0.4902880741436324,0.5185156438897871,0.551370421488625,0.5986296251495259
AN,0.5711976349130953,0.5721402354772332,0.0017887884109647942,0.04229407063602172,0.5069846028043243,0.5452071825796885,0.5721402354772332,0.6012198451872984,0.6288689146184414,0.4970262796174966,0.5023061577945531,0.0010344450756923278,0.03216279023487122,0.4393859693558659,0.48296857135426896,0.5023061577945531,0.5231162394489033,0.527811148437767
AD,0.610888628814676,0.6247008435619303,0.0033411620041062474,0.05780278543553284,0.5188030485808413,0.5776612788613832,0.6247008435619303,0.6399234388193815,0.6907175577261369,0.5554267147672435,0.5618050096815427,0.002946993117770948,0.054286214804229516,0.4651443991069715,0.5282880463026718,0.5618050096815427,0.592321584335664,0.6190381849700486
AM,0.6352806024907611,0.6435557091449728,0.0033739085934689564,0.05808535610176593,0.5456237960438658,0.6026214424841916,0.6435557091449728,0.6663443381638593,0.715066263406521,0.5442009720422878,0.5433658525223004,0.0019887107808054085,0.04459496362601284,0.4799866914918025,0.5162873130318905,0.5433658525223004,0.5725640374228366,0.6077919010602056
AA,0.601850430227091,0.6060390495665504,0.002989563878245115,0.054676904431808455,0.5251322843352555,0.5508102121246925,0.6060390495665504,0.6443763939556038,0.674950591219931,0.5568543510103704,0.5659649466647408,0.002982677565271227,0.0546138953497297,0.48116467047948397,0.5107776596609928,0.5659649466647408,0.6059637298047196,0.6246976379489182
AC,0.5652407917504516,0.5817946046844809,0.002971721458098016,0.05451349794406901,0.47452562952903077,0.5295067842222014,0.5817946046844809,0.5997640083258381,0.6339408958967819,0.5288398021393612,0.5381635974624269,0.0027748583197545,0.05267692397772007,0.44583732560077016,0.5081586839368989,0.5381635974624269,0.5460744261618007,0.6040673362005677
AK,0.5510540489633393,0.5461266662499291,0.0012409989606300758,0.035227815155500004,0.501378766449837,0.5253976669253331,0.5461266662499291,0.5805111518099348,0.5965515191546948,0.4791767425398969,0.475631396933348,0.0006772106044280367,0.02602327044066592,0.4372317980056423,0.4644950353737324,0.475631396933348,0.5024338294829447,0.5132454761448436
AG,0.5817049506980201,0.5769638376597759,0.0024348123680036655,0.04934381793095935,0.5084537200733326,0.5526259238061256,0.5769638376597759,0.6186723428119534,0.6499804821201127,0.5141055878001629,0.5128963142465502,0.0006423729775533213,0.025345077974891324,0.483331261677669,0.49469775676245054,0.5128963142465502,0.5278919884449138,0.5530187581626919
AB,0.5820910310250903,0.5825148453977543,0.00298399442794751,0.05462595013313279,0.4889803493647682,0.5644307238976829,0.5825148453977543,0.6203575443687941,0.6524179655075178,0.5593310741692911,0.5842486443393163,0.0027964804178501296,0.05288175883847028,0.47133374075356615,0.5287535212349161,0.5842486443393163,0.5913965862603499,0.6206406340235356
AH,0.5935451989153058,0.6000848911718041,0.0019034640155764317,0.04362870632480903,0.5325374564923021,0.5506698273804032,0.6000848911718041,0.6307945848327848,0.6488493049997096,0.5762911813792416,0.5785764421013609,0.0021021652519152534,0.045849375698206116,0.5082676610190608,0.545620796907627,0.5785764421013609,0.6003198767843332,0.6462219091576457
AI,0.600161235329593,0.5944039478368968,0.0020129486291604673,0.04486589605881584,0.5429363441113122,0.5684030944896596,0.5944039478368968,0.6266414051729867,0.6692879680425468,0.5254040086504587,0.5217338187752181,0.002103309699598078,0.04586185451546937,0.45607881348276835,0.5085883727697094,0.5217338187752181,0.5449893657000776,0.598275094351733
AF,0.5634788482211236,0.5650166392033282,0.0017723626131663063,0.042099437207239555,0.4933936100229819,0.5408830395695388,0.5650166392033282,0.5908686554700402,0.6194584133882344,0.5167441626617375,0.511331964700294,0.0008203293787927657,0.028641392752322043,0.481003390844604,0.4976675746584293,0.511331964700294,0.53659284298807,0.5629700552539803
AJ,0.5924465349695143,0.568321136458445,0.0025644088514398316,0.05063999260900254,0.539254160018839,0.5541854251601372,0.568321136458445,0.6359511593878455,0.6726041246592955,0.5854603734137219,0.5928995213444647,0.0034758346912721195,0.05895620994663853,0.5098449651916058,0.5402401643398447,0.5928995213444647,0.6141094535887509,0.6759231096613099
