cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AN,0.19474889756717784,0.19958185996695993,0.002496965593891554,0.049969646725702935,0.1314024478401669,0.15786851547854527,0.19958185996695993,0.21540591489334412,0.2632724676694206,0.18083830121733815,0.18194281106865162,0.0023441733446332093,0.048416663914743335,0.12116251622705705,0.14333893511013332,0.18194281106865162,0.20424451951406544,0.2486209232547385
AI,0.12926645047668117,0.13485026244230178,0.0011454710755683527,0.03384480869451551,0.08507204113396874,0.10017159157847845,0.13485026244230178,0.15115833183990354,0.17174839754948978,0.11309125278750853,0.1207670826850212,0.0011376722086486625,0.03372939680232456,0.07021178200380748,0.08079571655327003,0.1207670826850212,0.1332176258348545,0.1551283641487065
AD,0.08813563971888366,0.07768418798742402,0.0009120352988115059,0.030199922165653106,0.0617931782090066,0.06583093629850781,0.07768418798742402,0.0962050235481773,0.1361616746428518,0.08414209510269693,0.0756807228450478,0.0020821864496588112,0.045630981248038174,0.03988597542806299,0.04782815559984283,0.0756807228450478,0.09438429751035747,0.1556509738080506
AL,0.2375846839639343,0.24277357283175433,0.0037292154383208992,0.061067302530248536,0.14549136678601834,0.2164985588971968,0.24277357283175433,0.28875858521929276,0.3035657800036464,0.22046863923583848,0.2251835993405416,0.0037332451896124378,0.06110028796668996,0.12818421202690067,0.2017035304813719,0.2251835993405416,0.2709243785496447,0.28612519261639624
AO,0.2361894416944831,0.23376578115897892,0.0042917985566303975,0.06551181997647751,0.14545862545660476,0.21482285616060942,0.23376578115897892,0.2675851427832029,0.3230617848538856,0.22222048024898058,0.21570314542583358,0.004272672764922634,0.06536568491894378,0.1329339551693635,0.2062812484887273,0.21570314542583358,0.2526300477212522,0.3094636721475904
AG,0.11967140366687419,0.1186534724009374,0.0009415723284821612,0.03068505056997888,0.08151127074598812,0.09497367280693621,0.1186534724009374,0.13932726569817358,0.16238036895044558,0.10514442490712815,0.09986879866039351,0.0009814807433395803,0.03132859306351915,0.07001618245206948,0.07894995313298259,0.09986879866039351,0.12437016010933086,0.1510733890313391
AE,0.09768537933132115,0.1006605429171535,0.0013582094371711294,0.03685389310739273,0.050419409977138854,0.06359712847257815,0.1006605429171535,0.13342173743647537,0.14038158633775819,0.08636139712223749,0.08784825386815925,0.0015399842760780184,0.03924263339886887,0.03909961099444629,0.047262232851222025,0.08784825386815925,0.1239262939196696,0.1329113620288422
AC,0.1040652081211269,0.10222271360272686,0.0013914037307217228,0.037301524509351126,0.056626650716548245,0.08439620855836874,0.10222271360272686,0.11779498139302028,0.1576128266577488,0.09174785995145235,0.08548210981658082,0.0015100426914487484,0.0388592677677893,0.04687211881755725,0.06990889252738525,0.08548210981658082,0.10562693099014767,0.1492402404996121
AH,0.1297398961610867,0.13159995066658667,0.0014764112589071628,0.03842409737270562,0.08072254297713835,0.09524158153430025,0.13159995066658667,0.1644287630042497,0.17646015094436748,0.115580038774186,0.11599962748694392,0.001467873668723867,0.038312839476132114,0.06944138792007211,0.07797050229014067,0.11599962748694392,0.15259663954695418,0.16162445993760044
AB,0.0816090430227999,0.07553510560186119,0.0003697232063697886,0.019228187807741753,0.05810179625751527,0.07222087206812348,0.07553510560186119,0.09884554592836646,0.10697032881191955,0.08475968861279021,0.07970752599008707,0.0013979985593568294,0.037389818926504975,0.04114705342990588,0.05287034681863777,0.07970752599008707,0.11149366771728736,0.13770342198193172
AJ,0.12130474303670391,0.11768452611445693,0.0009819853821967644,0.031336645994693886,0.08351535077961741,0.09681448738938433,0.11768452611445693,0.14181788228218659,0.1659691326376365,0.10522309497315968,0.10014326156618308,0.0010051903083945289,0.03170473637162954,0.06975421279771311,0.07848928085600561,0.10014326156618308,0.12436151968365396,0.1516820423945188
AF,0.11607526181587961,0.103681582737314,0.001071424623160226,0.032732623224548105,0.08494340654939371,0.08750755932521805,0.103681582737314,0.14205139293509209,0.1633941235883248,0.10009517198349542,0.08574706941329205,0.0012188164371177528,0.03491155162861933,0.06830313911763827,0.06984477568125239,0.08574706941329205,0.12469473310820091,0.15239388129961476
AA,0.09404624034922844,0.08548562159440487,0.0012486718930312618,0.03533655179882811,0.06153214204262245,0.06476108263551247,0.08548562159440487,0.10609589125853729,0.14803806507273343,0.07795964478938672,0.06378206261967231,0.0019414730975281832,0.044062150396096005,0.039029556468217805,0.04425709205439114,0.06378206261967231,0.08863121902060542,0.14878423131107366
AK,0.20811981892295087,0.21114048723293272,0.0029434565011922827,0.05425363122586619,0.13801083998014235,0.18958159307207828,0.21114048723293272,0.21336804515975033,0.2835646845801628,0.19782268245070614,0.1950315406346896,0.002987719548580075,0.05466003611945454,0.1272732736936966,0.18352130754895896,0.1950315406346896,0.20730440359657137,0.274841525830323
AM,0.2024798474823992,0.1982178653841642,0.0021961773604882956,0.046863390407527024,0.13932410016509017,0.17933089816441697,0.1982178653841642,0.23433400082745404,0.2648044378962672,0.18891097675193372,0.18543387463803868,0.002227584499538942,0.047197293349713836,0.12515240050621515,0.16627970984715562,0.18543387463803868,0.21873396020102231,0.25193169443432284
